This file contains information about the containers on an already loaded ship.
The sorting is already done when loading the containers.
Ship dimensions (length, width, height): 
24	22	18
Dimensions for each section (length, width, max_height): 
4	11	18
--------------------
Section 3
This section has no holding container
--------------------
Stack at (0, 0), in section: 3
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(0,	 3,	 15)	2510	40	4	3	7	22
(0,	 3,	 16)	5505	40	4	3	7	22
(0,	 3,	 17)	2134	40	4	2	6	22
Stack at (0, 4), in section: 4
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(0,	 4,	 0)	0671	20	2	19	21	20
(0,	 4,	 0)	0684	20	2	12	14	20
(0,	 4,	 1)	4825	20	2	18	20	20
(0,	 4,	 1)	4826	20	2	8	10	20
(0,	 4,	 2)	5354	20	2	3	5	20
(0,	 4,	 2)	5363	20	2	20	22	20
(0,	 4,	 3)	2141	40	4	22	26	22
(0,	 4,	 4)	3007	40	4	21	25	22
(0,	 4,	 5)	0041	40	4	20	24	22
(0,	 4,	 6)	3516	20	2	13	15	20
(0,	 4,	 6)	3517	20	2	6	8	20
(0,	 4,	 7)	1306	40	4	17	21	22
(0,	 4,	 8)	5859	40	4	17	21	22
(0,	 4,	 9)	6250	40	4	17	21	22
(0,	 4,	 10)	2655	40	4	14	18	22
(0,	 4,	 11)	4253	40	4	12	16	22
(0,	 4,	 12)	1915	20	2	1	3	20
(0,	 4,	 12)	1916	20	2	7	9	20
(0,	 4,	 13)	4546	40	4	8	12	22
(0,	 4,	 14)	4004	40	4	7	11	22
(0,	 4,	 15)	1707	20	2	1	3	20
(0,	 4,	 15)	1740	20	2	3	5	20
(0,	 4,	 16)	3915	40	4	1	5	22
(0,	 4,	 17)	6179	40	4	1	5	22
Stack at (0, 5), in section: 4
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(0,	 5,	 0)	0898	20	2	20	22	20
(0,	 5,	 0)	0911	20	2	16	18	20
(0,	 5,	 1)	4687	20	2	15	17	20
(0,	 5,	 1)	4701	20	2	20	22	20
(0,	 5,	 2)	0036	20	2	5	7	20
(0,	 5,	 2)	0050	20	2	16	18	20
(0,	 5,	 3)	3323	40	4	20	24	22
(0,	 5,	 4)	4284	40	4	20	24	22
(0,	 5,	 5)	5489	40	4	19	23	22
(0,	 5,	 6)	5908	20	2	13	15	20
(0,	 5,	 6)	5921	20	2	6	8	20
(0,	 5,	 7)	1607	20	2	11	13	20
(0,	 5,	 7)	1622	20	2	4	6	20
(0,	 5,	 8)	2634	40	4	14	18	22
(0,	 5,	 9)	2977	40	4	14	18	22
(0,	 5,	 10)	3768	40	4	10	14	22
(0,	 5,	 11)	2206	40	4	9	13	22
(0,	 5,	 12)	6224	40	4	9	13	22
(0,	 5,	 13)	2026	40	4	8	12	22
(0,	 5,	 14)	0702	40	4	4	8	22
(0,	 5,	 15)	2437	40	4	4	8	22
(0,	 5,	 16)	4057	40	4	1	5	22
(0,	 5,	 17)	4181	40	4	1	5	22
Stack at (0, 6), in section: 4
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(0,	 6,	 0)	6305	20	2	16	18	20
(0,	 6,	 0)	6319	20	2	15	17	20
(0,	 6,	 1)	2473	20	2	19	21	20
(0,	 6,	 1)	2487	20	2	9	11	20
(0,	 6,	 2)	0548	40	4	21	25	22
(0,	 6,	 3)	1076	40	4	21	25	22
(0,	 6,	 4)	3998	20	2	5	7	20
(0,	 6,	 4)	4008	20	2	15	17	20
(0,	 6,	 5)	4688	40	4	20	24	22
(0,	 6,	 6)	5714	40	4	20	24	22
(0,	 6,	 7)	3153	40	4	18	22	22
(0,	 6,	 8)	1743	20	2	8	10	20
(0,	 6,	 8)	1793	20	2	8	10	20
(0,	 6,	 9)	3616	20	2	4	6	20
(0,	 6,	 9)	3622	20	2	12	14	20
(0,	 6,	 10)	6082	40	4	15	19	22
(0,	 6,	 11)	0058	40	4	14	18	22
(0,	 6,	 12)	2193	20	2	9	11	20
(0,	 6,	 12)	2194	20	2	3	5	20
(0,	 6,	 13)	1483	40	4	11	15	22
(0,	 6,	 14)	5170	40	4	11	15	22
(0,	 6,	 15)	5451	40	4	10	14	22
(0,	 6,	 16)	4459	40	4	7	11	22
(0,	 6,	 17)	3561	40	4	0	4	22
Stack at (0, 7), in section: 4
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(0,	 7,	 0)	0581	20	2	20	22	20
(0,	 7,	 0)	0582	20	2	10	12	20
(0,	 7,	 1)	2509	20	2	4	6	20
(0,	 7,	 1)	2513	20	2	17	19	20
(0,	 7,	 2)	3198	40	4	21	25	22
(0,	 7,	 3)	1779	40	4	17	21	22
(0,	 7,	 4)	4474	40	4	17	21	22
(0,	 7,	 5)	1411	40	4	15	19	22
(0,	 7,	 6)	2200	40	4	13	17	22
(0,	 7,	 7)	5228	40	4	13	17	22
(0,	 7,	 8)	4202	40	4	12	16	22
(0,	 7,	 9)	0368	40	4	10	14	22
(0,	 7,	 10)	3868	40	4	7	11	22
(0,	 7,	 11)	3027	40	4	6	10	22
(0,	 7,	 12)	4918	40	4	6	10	22
(0,	 7,	 13)	1237	40	4	5	9	22
(0,	 7,	 14)	3675	40	4	5	9	22
(0,	 7,	 15)	0069	40	4	2	6	22
(0,	 7,	 16)	4116	40	4	2	6	22
(0,	 7,	 17)	5097	40	4	1	5	22
Stack at (0, 8), in section: 4
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(0,	 8,	 0)	2766	20	2	19	21	20
(0,	 8,	 0)	2767	20	2	20	22	20
(0,	 8,	 1)	5972	20	2	9	11	20
(0,	 8,	 1)	5975	20	2	20	22	20
(0,	 8,	 2)	2280	40	4	21	25	22
(0,	 8,	 3)	1206	20	2	10	12	20
(0,	 8,	 3)	1225	20	2	10	12	20
(0,	 8,	 4)	3577	40	4	20	24	22
(0,	 8,	 5)	5556	40	4	19	23	22
(0,	 8,	 6)	5113	40	4	18	22	22
(0,	 8,	 7)	6328	40	4	18	22	22
(0,	 8,	 8)	1858	40	4	17	21	22
(0,	 8,	 9)	4283	20	2	7	9	20
(0,	 8,	 9)	4295	20	2	9	11	20
(0,	 8,	 10)	0664	40	4	15	19	22
(0,	 8,	 11)	0073	40	4	14	18	22
(0,	 8,	 12)	4867	40	4	13	17	22
(0,	 8,	 13)	1046	40	4	7	11	22
(0,	 8,	 14)	4061	40	4	6	10	22
(0,	 8,	 15)	1699	40	4	5	9	22
(0,	 8,	 16)	4639	40	4	4	8	22
(0,	 8,	 17)	0560	40	4	1	5	22
Stack at (0, 9), in section: 4
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(0,	 9,	 0)	2068	20	2	17	19	20
(0,	 9,	 0)	2069	20	2	6	8	20
(0,	 9,	 1)	1610	40	4	20	24	22
(0,	 9,	 2)	4351	40	4	20	24	22
(0,	 9,	 3)	2580	40	4	19	23	22
(0,	 9,	 4)	3529	20	2	17	19	20
(0,	 9,	 4)	3542	20	2	1	3	20
(0,	 9,	 5)	0080	40	4	16	20	22
(0,	 9,	 6)	4950	40	4	14	18	22
(0,	 9,	 7)	0946	40	4	13	17	22
(0,	 9,	 8)	0594	20	2	9	11	20
(0,	 9,	 8)	0595	20	2	2	4	20
(0,	 9,	 9)	3063	40	4	11	15	22
(0,	 9,	 10)	4135	20	2	7	9	20
(0,	 9,	 10)	4136	20	2	1	3	20
(0,	 9,	 11)	1210	40	4	6	10	22
(0,	 9,	 12)	1383	40	4	6	10	22
(0,	 9,	 13)	5297	40	4	5	9	22
(0,	 9,	 14)	3335	40	4	3	7	22
(0,	 9,	 15)	3951	40	4	3	7	22
(0,	 9,	 16)	4875	40	4	3	7	22
(0,	 9,	 17)	3440	40	4	0	4	22
Stack at (0, 10), in section: 4
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(0,	 10,	 0)	3389	20	2	18	20	20
(0,	 10,	 0)	3390	20	2	19	21	20
(0,	 10,	 1)	5454	20	2	17	19	20
(0,	 10,	 1)	5455	20	2	19	21	20
(0,	 10,	 2)	1569	20	2	10	12	20
(0,	 10,	 2)	1570	20	2	14	16	20
(0,	 10,	 3)	6216	20	2	16	18	20
(0,	 10,	 3)	6233	20	2	7	9	20
(0,	 10,	 4)	0345	20	2	14	16	20
(0,	 10,	 4)	0363	20	2	7	9	20
(0,	 10,	 5)	2936	40	4	21	25	22
(0,	 10,	 6)	4617	40	4	19	23	22
(0,	 10,	 7)	0972	40	4	18	22	22
(0,	 10,	 8)	4208	40	4	18	22	22
(0,	 10,	 9)	2111	40	4	17	21	22
(0,	 10,	 10)	2498	40	4	17	21	22
(0,	 10,	 11)	6345	40	4	14	18	22
(0,	 10,	 12)	5176	40	4	11	15	22
(0,	 10,	 13)	1348	40	4	6	10	22
(0,	 10,	 14)	0824	40	4	4	8	22
(0,	 10,	 15)	6119	20	2	0	2	20
(0,	 10,	 15)	6120	20	2	3	5	20
(0,	 10,	 16)	0092	40	4	1	5	22
(0,	 10,	 17)	5067	40	4	1	5	22
Stack at (1, 0), in section: 4
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(1,	 0,	 0)	3081	20	2	20	22	20
(1,	 0,	 0)	3104	20	2	17	19	20
(1,	 0,	 1)	0401	40	4	17	21	22
(1,	 0,	 2)	2310	20	2	6	8	20
(1,	 0,	 2)	2323	20	2	9	11	20
(1,	 0,	 3)	1518	20	2	2	4	20
(1,	 0,	 3)	1519	20	2	10	12	20
(1,	 0,	 4)	2080	40	4	10	14	22
(1,	 0,	 5)	4067	40	4	10	14	22
(1,	 0,	 6)	1236	20	2	0	2	20
(1,	 0,	 6)	1238	20	2	7	9	20
(1,	 0,	 7)	2702	40	4	7	11	22
(1,	 0,	 8)	2946	40	4	6	10	22
(1,	 0,	 9)	0093	40	4	4	8	22
(1,	 0,	 10)	1052	40	4	4	8	22
(1,	 0,	 11)	3905	40	4	4	8	22
(1,	 0,	 12)	0954	40	4	3	7	22
(1,	 0,	 13)	1802	40	4	3	7	22
(1,	 0,	 14)	0817	40	4	2	6	22
(1,	 0,	 15)	1183	40	4	0	4	22
(1,	 0,	 16)	1453	40	4	0	4	22
(1,	 0,	 17)	2033	40	4	0	4	22
Stack at (1, 1), in section: 4
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(1,	 1,	 0)	1677	20	2	16	18	20
(1,	 1,	 0)	1678	20	2	19	21	20
(1,	 1,	 1)	2633	20	2	14	16	20
(1,	 1,	 1)	2641	20	2	18	20	20
(1,	 1,	 2)	5566	20	2	19	21	20
(1,	 1,	 2)	5567	20	2	8	10	20
(1,	 1,	 3)	6134	20	2	8	10	20
(1,	 1,	 3)	6135	20	2	19	21	20
(1,	 1,	 4)	4122	40	4	22	26	22
(1,	 1,	 5)	4589	40	4	21	25	22
(1,	 1,	 6)	5061	20	2	15	17	20
(1,	 1,	 6)	5069	20	2	6	8	20
(1,	 1,	 7)	1216	40	4	19	23	22
(1,	 1,	 8)	0098	40	4	18	22	22
(1,	 1,	 9)	6354	40	4	18	22	22
(1,	 1,	 10)	3674	20	2	3	5	20
(1,	 1,	 10)	3678	20	2	13	15	20
(1,	 1,	 11)	3337	40	4	15	19	22
(1,	 1,	 12)	0618	40	4	12	16	22
(1,	 1,	 13)	0978	40	4	10	14	22
(1,	 1,	 14)	6350	40	4	8	12	22
(1,	 1,	 15)	2384	40	4	7	11	22
(1,	 1,	 16)	6343	40	4	6	10	22
(1,	 1,	 17)	6058	40	4	1	5	22
Stack at (1, 2), in section: 4
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(1,	 2,	 0)	0767	20	2	11	13	20
(1,	 2,	 0)	0778	20	2	20	22	20
(1,	 2,	 1)	3636	20	2	12	14	20
(1,	 2,	 1)	3642	20	2	18	20	20
(1,	 2,	 2)	4326	20	2	19	21	20
(1,	 2,	 2)	4327	20	2	7	9	20
(1,	 2,	 3)	4889	20	2	11	13	20
(1,	 2,	 3)	4907	20	2	13	15	20
(1,	 2,	 4)	0072	20	2	8	10	20
(1,	 2,	 4)	0108	20	2	15	17	20
(1,	 2,	 5)	2784	20	2	7	9	20
(1,	 2,	 5)	2785	20	2	13	15	20
(1,	 2,	 6)	5422	40	4	20	24	22
(1,	 2,	 7)	6347	40	4	20	24	22
(1,	 2,	 8)	3219	40	4	18	22	22
(1,	 2,	 9)	5874	40	4	17	21	22
(1,	 2,	 10)	1806	40	4	16	20	22
(1,	 2,	 11)	6286	20	2	13	15	20
(1,	 2,	 11)	6287	20	2	3	5	20
(1,	 2,	 12)	1389	40	4	12	16	22
(1,	 2,	 13)	2445	40	4	11	15	22
(1,	 2,	 14)	6355	40	4	11	15	22
(1,	 2,	 15)	2236	20	2	2	4	20
(1,	 2,	 15)	2243	20	2	6	8	20
(1,	 2,	 16)	6184	20	2	4	6	20
(1,	 2,	 16)	6196	20	2	2	4	20
(1,	 2,	 17)	1715	40	4	3	7	22
Stack at (1, 3), in section: 4
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(1,	 3,	 0)	0697	20	2	12	14	20
(1,	 3,	 0)	0705	20	2	14	16	20
(1,	 3,	 1)	1646	40	4	22	26	22
(1,	 3,	 2)	6344	40	4	22	26	22
(1,	 3,	 3)	0118	40	4	21	25	22
(1,	 3,	 4)	3444	40	4	20	24	22
(1,	 3,	 5)	4666	20	2	3	5	20
(1,	 3,	 5)	4667	20	2	17	19	20
(1,	 3,	 6)	5153	40	4	20	24	22
(1,	 3,	 7)	2121	20	2	3	5	20
(1,	 3,	 7)	2151	20	2	15	17	20
(1,	 3,	 8)	3914	20	2	15	17	20
(1,	 3,	 8)	3919	20	2	3	5	20
(1,	 3,	 9)	6072	20	2	4	6	20
(1,	 3,	 9)	6073	20	2	14	16	20
(1,	 3,	 10)	2525	20	2	10	12	20
(1,	 3,	 10)	2546	20	2	6	8	20
(1,	 3,	 11)	1247	40	4	15	19	22
(1,	 3,	 12)	4380	20	2	1	3	20
(1,	 3,	 12)	4391	20	2	12	14	20
(1,	 3,	 13)	5849	40	4	13	17	22
(1,	 3,	 14)	2971	40	4	10	14	22
(1,	 3,	 15)	6324	40	4	9	13	22
(1,	 3,	 16)	3225	40	4	8	12	22
(1,	 3,	 17)	5632	40	4	8	12	22
Stack at (1, 4), in section: 4
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(1,	 4,	 0)	4141	20	2	8	10	20
(1,	 4,	 0)	4156	20	2	19	21	20
(1,	 4,	 1)	1369	20	2	8	10	20
(1,	 4,	 1)	1370	20	2	16	18	20
(1,	 4,	 2)	4945	20	2	9	11	20
(1,	 4,	 2)	4975	20	2	13	15	20
(1,	 4,	 3)	2526	40	4	20	24	22
(1,	 4,	 4)	3035	40	4	20	24	22
(1,	 4,	 5)	1000	20	2	8	10	20
(1,	 4,	 5)	1001	20	2	10	12	20
(1,	 4,	 6)	5991	40	4	18	22	22
(1,	 4,	 7)	0520	40	4	13	17	22
(1,	 4,	 8)	3530	40	4	13	17	22
(1,	 4,	 9)	3833	40	4	13	17	22
(1,	 4,	 10)	5685	40	4	12	16	22
(1,	 4,	 11)	0128	40	4	11	15	22
(1,	 4,	 12)	2053	40	4	11	15	22
(1,	 4,	 13)	5471	40	4	9	13	22
(1,	 4,	 14)	2331	40	4	7	11	22
(1,	 4,	 15)	4738	40	4	7	11	22
(1,	 4,	 16)	0882	20	2	2	4	20
(1,	 4,	 16)	0883	20	2	1	3	20
(1,	 4,	 17)	1937	40	4	2	6	22
Stack at (1, 5), in section: 4
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(1,	 5,	 0)	0928	20	2	20	22	20
(1,	 5,	 0)	0929	20	2	16	18	20
(1,	 5,	 1)	2444	20	2	20	22	20
(1,	 5,	 1)	2457	20	2	15	17	20
(1,	 5,	 2)	4417	20	2	13	15	20
(1,	 5,	 2)	4429	20	2	15	17	20
(1,	 5,	 3)	0134	20	2	13	15	20
(1,	 5,	 3)	0135	20	2	12	14	20
(1,	 5,	 4)	3840	20	2	10	12	20
(1,	 5,	 4)	3844	20	2	15	17	20
(1,	 5,	 5)	5782	20	2	20	22	20
(1,	 5,	 5)	5783	20	2	0	2	20
(1,	 5,	 6)	6341	20	2	13	15	20
(1,	 5,	 6)	6342	20	2	6	8	20
(1,	 5,	 7)	5042	40	4	18	22	22
(1,	 5,	 8)	3436	20	2	3	5	20
(1,	 5,	 8)	3455	20	2	13	15	20
(1,	 5,	 9)	6145	40	4	14	18	22
(1,	 5,	 10)	2160	40	4	13	17	22
(1,	 5,	 11)	5477	20	2	11	13	20
(1,	 5,	 11)	5478	20	2	2	4	20
(1,	 5,	 12)	1630	40	4	11	15	22
(1,	 5,	 13)	1923	20	2	4	6	20
(1,	 5,	 13)	1924	20	2	5	7	20
(1,	 5,	 14)	3255	40	4	7	11	22
(1,	 5,	 15)	6325	40	4	6	10	22
(1,	 5,	 16)	6353	40	4	6	10	22
(1,	 5,	 17)	0822	40	4	0	4	22
Stack at (1, 6), in section: 4
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(1,	 6,	 0)	4344	20	2	19	21	20
(1,	 6,	 0)	4359	20	2	12	14	20
(1,	 6,	 1)	0715	20	2	16	18	20
(1,	 6,	 1)	0716	20	2	13	15	20
(1,	 6,	 2)	3465	20	2	19	21	20
(1,	 6,	 2)	3466	20	2	6	8	20
(1,	 6,	 3)	1634	20	2	6	8	20
(1,	 6,	 3)	1660	20	2	18	20	20
(1,	 6,	 4)	0151	20	2	14	16	20
(1,	 6,	 4)	0152	20	2	7	9	20
(1,	 6,	 5)	2393	20	2	12	14	20
(1,	 6,	 5)	2394	20	2	9	11	20
(1,	 6,	 6)	5528	40	4	18	22	22
(1,	 6,	 7)	5954	20	2	15	17	20
(1,	 6,	 7)	5958	20	2	0	2	20
(1,	 6,	 8)	4021	40	4	12	16	22
(1,	 6,	 9)	5023	40	4	12	16	22
(1,	 6,	 10)	2159	20	2	5	7	20
(1,	 6,	 10)	2182	20	2	5	7	20
(1,	 6,	 11)	3197	20	2	8	10	20
(1,	 6,	 11)	3209	20	2	1	3	20
(1,	 6,	 12)	1438	40	4	6	10	22
(1,	 6,	 13)	2970	40	4	4	8	22
(1,	 6,	 14)	1288	40	4	2	6	22
(1,	 6,	 15)	3094	40	4	2	6	22
(1,	 6,	 16)	5330	40	4	2	6	22
(1,	 6,	 17)	5434	40	4	1	5	22
Stack at (1, 7), in section: 4
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(1,	 7,	 0)	6018	20	2	18	20	20
(1,	 7,	 0)	6033	20	2	14	16	20
(1,	 7,	 1)	2851	20	2	13	15	20
(1,	 7,	 1)	2859	20	2	12	14	20
(1,	 7,	 2)	4641	40	4	22	26	22
(1,	 7,	 3)	3773	20	2	15	17	20
(1,	 7,	 3)	3774	20	2	6	8	20
(1,	 7,	 4)	0161	40	4	19	23	22
(1,	 7,	 5)	2356	20	2	7	9	20
(1,	 7,	 5)	2368	20	2	12	14	20
(1,	 7,	 6)	5161	40	4	19	23	22
(1,	 7,	 7)	1949	40	4	18	22	22
(1,	 7,	 8)	1525	20	2	12	14	20
(1,	 7,	 8)	1526	20	2	5	7	20
(1,	 7,	 9)	1184	40	4	15	19	22
(1,	 7,	 10)	4312	40	4	15	19	22
(1,	 7,	 11)	5596	20	2	10	12	20
(1,	 7,	 11)	5601	20	2	5	7	20
(1,	 7,	 12)	0672	40	4	13	17	22
(1,	 7,	 13)	3563	40	4	8	12	22
(1,	 7,	 14)	1023	20	2	4	6	20
(1,	 7,	 14)	1024	20	2	2	4	20
(1,	 7,	 15)	5969	40	4	5	9	22
(1,	 7,	 16)	3369	40	4	1	5	22
(1,	 7,	 17)	3535	40	4	0	4	22
Stack at (1, 8), in section: 4
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(1,	 8,	 0)	0526	40	4	22	26	22
(1,	 8,	 1)	1766	40	4	22	26	22
(1,	 8,	 2)	5713	20	2	10	12	20
(1,	 8,	 2)	5740	20	2	12	14	20
(1,	 8,	 3)	5251	40	4	21	25	22
(1,	 8,	 4)	2279	20	2	13	15	20
(1,	 8,	 4)	2290	20	2	6	8	20
(1,	 8,	 5)	2989	40	4	17	21	22
(1,	 8,	 6)	3375	40	4	17	21	22
(1,	 8,	 7)	4495	40	4	17	21	22
(1,	 8,	 8)	4168	40	4	16	20	22
(1,	 8,	 9)	1055	40	4	14	18	22
(1,	 8,	 10)	3786	20	2	0	2	20
(1,	 8,	 10)	3787	20	2	14	16	20
(1,	 8,	 11)	6156	40	4	14	18	22
(1,	 8,	 12)	4959	40	4	13	17	22
(1,	 8,	 13)	2709	20	2	6	8	20
(1,	 8,	 13)	2730	20	2	3	5	20
(1,	 8,	 14)	1353	40	4	8	12	22
(1,	 8,	 15)	0375	40	4	6	10	22
(1,	 8,	 16)	1617	40	4	5	9	22
(1,	 8,	 17)	0174	40	4	2	6	22
Stack at (1, 9), in section: 4
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(1,	 9,	 0)	0816	20	2	18	20	20
(1,	 9,	 0)	0835	20	2	15	17	20
(1,	 9,	 1)	4744	20	2	18	20	20
(1,	 9,	 1)	4745	20	2	13	15	20
(1,	 9,	 2)	3652	20	2	18	20	20
(1,	 9,	 2)	3653	20	2	8	10	20
(1,	 9,	 3)	1960	40	4	22	26	22
(1,	 9,	 4)	4259	40	4	22	26	22
(1,	 9,	 5)	6019	40	4	20	24	22
(1,	 9,	 6)	1488	40	4	18	22	22
(1,	 9,	 7)	3235	40	4	18	22	22
(1,	 9,	 8)	6337	40	4	17	21	22
(1,	 9,	 9)	2405	40	4	16	20	22
(1,	 9,	 10)	2896	40	4	16	20	22
(1,	 9,	 11)	5403	40	4	11	15	22
(1,	 9,	 12)	0177	40	4	9	13	22
(1,	 9,	 13)	0561	40	4	9	13	22
(1,	 9,	 14)	5679	20	2	3	5	20
(1,	 9,	 14)	5690	20	2	5	7	20
(1,	 9,	 15)	6311	40	4	6	10	22
(1,	 9,	 16)	5931	40	4	3	7	22
(1,	 9,	 17)	0488	40	4	1	5	22
Stack at (1, 10), in section: 4
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(1,	 10,	 0)	0790	20	2	20	22	20
(1,	 10,	 0)	0791	20	2	17	19	20
(1,	 10,	 1)	2037	20	2	19	21	20
(1,	 10,	 1)	2038	20	2	17	19	20
(1,	 10,	 2)	4758	20	2	13	15	20
(1,	 10,	 2)	4759	20	2	20	22	20
(1,	 10,	 3)	2997	20	2	7	9	20
(1,	 10,	 3)	2998	20	2	17	19	20
(1,	 10,	 4)	1487	20	2	5	7	20
(1,	 10,	 4)	1498	20	2	17	19	20
(1,	 10,	 5)	5665	20	2	18	20	20
(1,	 10,	 5)	5666	20	2	4	6	20
(1,	 10,	 6)	4318	40	4	20	24	22
(1,	 10,	 7)	0459	40	4	12	16	22
(1,	 10,	 8)	6061	40	4	9	13	22
(1,	 10,	 9)	3541	40	4	8	12	22
(1,	 10,	 10)	0160	20	2	0	2	20
(1,	 10,	 10)	0182	20	2	7	9	20
(1,	 10,	 11)	4072	40	4	7	11	22
(1,	 10,	 12)	3729	40	4	6	10	22
(1,	 10,	 13)	5486	40	4	6	10	22
(1,	 10,	 14)	2833	40	4	5	9	22
(1,	 10,	 15)	6259	40	4	5	9	22
(1,	 10,	 16)	3938	40	4	2	6	22
(1,	 10,	 17)	6323	40	4	1	5	22
Stack at (2, 0), in section: 4
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(2,	 0,	 0)	6165	20	2	14	16	20
(2,	 0,	 0)	6166	20	2	19	21	20
(2,	 0,	 1)	4216	20	2	13	15	20
(2,	 0,	 1)	4233	20	2	19	21	20
(2,	 0,	 2)	2654	20	2	3	5	20
(2,	 0,	 2)	2693	20	2	19	21	20
(2,	 0,	 3)	1805	20	2	19	21	20
(2,	 0,	 3)	1815	20	2	1	3	20
(2,	 0,	 4)	5249	20	2	17	19	20
(2,	 0,	 4)	5259	20	2	3	5	20
(2,	 0,	 5)	1382	20	2	9	11	20
(2,	 0,	 5)	1399	20	2	10	12	20
(2,	 0,	 6)	3745	40	4	19	23	22
(2,	 0,	 7)	3176	40	4	18	22	22
(2,	 0,	 8)	0411	40	4	16	20	22
(2,	 0,	 9)	1087	40	4	15	19	22
(2,	 0,	 10)	2300	20	2	8	10	20
(2,	 0,	 10)	2301	20	2	7	9	20
(2,	 0,	 11)	5884	40	4	15	19	22
(2,	 0,	 12)	4923	40	4	14	18	22
(2,	 0,	 13)	0808	40	4	6	10	22
(2,	 0,	 14)	5726	40	4	5	9	22
(2,	 0,	 15)	0190	40	4	4	8	22
(2,	 0,	 16)	3614	40	4	4	8	22
(2,	 0,	 17)	0990	40	4	1	5	22
Stack at (2, 1), in section: 4
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(2,	 1,	 0)	1823	20	2	18	20	20
(2,	 1,	 0)	1824	20	2	10	12	20
(2,	 1,	 1)	0492	20	2	17	19	20
(2,	 1,	 1)	0493	20	2	9	11	20
(2,	 1,	 2)	3880	20	2	16	18	20
(2,	 1,	 2)	3892	20	2	9	11	20
(2,	 1,	 3)	5794	20	2	16	18	20
(2,	 1,	 3)	5804	20	2	9	11	20
(2,	 1,	 4)	2836	20	2	14	16	20
(2,	 1,	 4)	2837	20	2	9	11	20
(2,	 1,	 5)	1097	40	4	21	25	22
(2,	 1,	 6)	5344	40	4	20	24	22
(2,	 1,	 7)	4772	40	4	19	23	22
(2,	 1,	 8)	1507	20	2	7	9	20
(2,	 1,	 8)	1508	20	2	6	8	20
(2,	 1,	 9)	3566	40	4	13	17	22
(2,	 1,	 10)	4445	40	4	11	15	22
(2,	 1,	 11)	0195	40	4	9	13	22
(2,	 1,	 12)	2449	40	4	8	12	22
(2,	 1,	 13)	3346	40	4	8	12	22
(2,	 1,	 14)	6243	40	4	5	9	22
(2,	 1,	 15)	5217	40	4	4	8	22
(2,	 1,	 16)	2710	40	4	1	5	22
(2,	 1,	 17)	6314	40	4	0	4	22
Stack at (2, 2), in section: 4
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(2,	 2,	 0)	0427	20	2	16	18	20
(2,	 2,	 0)	0428	20	2	10	12	20
(2,	 2,	 1)	1008	20	2	19	21	20
(2,	 2,	 1)	1009	20	2	7	9	20
(2,	 2,	 2)	2551	20	2	13	15	20
(2,	 2,	 2)	2552	20	2	12	14	20
(2,	 2,	 3)	1537	40	4	22	26	22
(2,	 2,	 4)	3858	40	4	21	25	22
(2,	 2,	 5)	4890	40	4	20	24	22
(2,	 2,	 6)	5319	40	4	16	20	22
(2,	 2,	 7)	4371	20	2	8	10	20
(2,	 2,	 7)	4372	20	2	7	9	20
(2,	 2,	 8)	5934	40	4	15	19	22
(2,	 2,	 9)	2257	40	4	12	16	22
(2,	 2,	 10)	3405	40	4	12	16	22
(2,	 2,	 11)	3164	40	4	10	14	22
(2,	 2,	 12)	5680	40	4	9	13	22
(2,	 2,	 13)	2063	40	4	7	11	22
(2,	 2,	 14)	0194	20	2	4	6	20
(2,	 2,	 14)	0202	20	2	1	3	20
(2,	 2,	 15)	6199	40	4	4	8	22
(2,	 2,	 16)	3688	40	4	3	7	22
(2,	 2,	 17)	4697	40	4	3	7	22
Stack at (2, 3), in section: 4
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(2,	 3,	 0)	5384	20	2	19	21	20
(2,	 3,	 0)	5385	20	2	15	17	20
(2,	 3,	 1)	2800	40	4	21	25	22
(2,	 3,	 2)	4932	40	4	21	25	22
(2,	 3,	 3)	2311	40	4	20	24	22
(2,	 3,	 4)	3266	40	4	20	24	22
